d1,d2,d3,d4,d5,d6,x,y,z,std_x,std_y,std_z,jitter
-0.27965652965536736,-0.19512381613279212,-0.4362008567084418,-0.014440166822441758,-0.14429376700098284,-0.07163369363575872,-0.17360164500350359,-0.48883943856284556,1.0608235508907167,0.00026164190117451154,0.001581999252892548,0.001491922518411546,4.797010921546246e-06
-0.22327655379334105,-0.07711307041061993,0.018445352397695736,-0.31771149808869814,-0.41106885118924946,-0.2963291042839705,-0.17934696788487134,-0.3144917468924359,0.8425196760590363,0.007919970018683204,0.0008571816795207914,0.007465750313449083,0.00011919811327131196
-0.4008788685899105,-0.051266000736738815,-0.20650533301729107,-0.2480605499799498,-0.03261164207078804,-0.45527353324827863,-0.23949961071704273,-0.6005315439284838,0.9258342062619656,0.00041051606279704386,0.00013664237032321477,0.00020093265619479996,2.275685075074307e-07
-0.10841400526984823,-0.2716009554336806,-0.1940423430968083,-0.43377359460073106,-0.1224157743143302,-0.3543571510294203,-0.15671502394835846,-0.4148557947331683,0.8118144991718829,0.005372812972869455,0.00468712349790413,0.012592063753051481,0.0002093963154869524
-0.13799968582273575,-0.3294492093224067,-0.40878693000775784,-0.14910470201701498,-0.3113325855512732,-0.32845416710315334,-0.03761695623462728,-0.44282336489730284,0.9445398002302441,0.00021900067805240793,0.0006550073828931309,0.002079462590821089,4.801160635256278e-06
-0.00928756208082232,-0.39636486284666717,-0.23366969792437775,-0.4875131356508984,-0.4150485926087828,-0.04062225851054779,-0.026924117509213415,-0.5523613565235092,0.7882800075331089,0.000294640008243472,0.0003558007134837153,0.0003580194337968187,3.4158479714942874e-07
-0.12728964610686133,-0.16405658774549547,-0.18210388417689538,-0.4616674550352405,-0.3718688960934927,-0.2013234149890754,0.005205172167532411,-0.2820459360034831,0.7803187431887032,0.0017290864588754397,0.000364961345885853,0.0006029224954143662,3.4864523017339054e-06
-0.0895912749086083,-0.21044554517192504,-0.3843242340844927,-0.20997125703692066,-0.49368380642092147,-0.12924331191228122,-0.0433334069506047,-0.4631186342035171,0.8654722921307385,1.7675793068364387e-05,0.0004878736957150282,2.5764984540328803e-05,2.389970110595989e-07
-0.29502288166497326,0.015852078862351404,-0.019652414164905707,-0.42095589068828076,-0.19322049182224404,-0.13796814482620257,-0.2601020137513103,-0.46578241159890343,0.7608460742703256,0.00040936328052362786,0.0006991064788112785,8.715490899505986e-05,6.639241423189085e-07
-0.42899742456353923,-0.33745026350739094,-0.12772271959874293,-0.03142379142012497,-0.32229382189280964,-0.3757492699205341,0.0007161183307630408,-0.48766124976584085,0.9913469371953819,0.00017879573241401197,0.0024676023006167855,0.001747594314010987,9.17511491430225e-06
-0.07266815858028841,-0.19580900628264725,-0.2521740207129994,-0.366801988857496,-0.46221765870287307,-0.49069646113357285,-0.07671586447988002,-0.3384506494905563,0.942616102257053,0.0001277294188860468,5.742298826413422e-05,0.00012346813840997224,3.485658523257415e-08
